2018-04-25 14:32:52,635 [main ] INFO  Constant - Copying defaults from /Users/gl42ben/github/bdd-security/zap/./xml/config.xml to /Users/gl42ben/github/bdd-security/zap/tmp/config.xml
2018-04-25 14:32:52,637 [main ] INFO  Constant - Creating directory /Users/gl42ben/github/bdd-security/zap/tmp/session
2018-04-25 14:32:52,637 [main ] INFO  Constant - Creating directory /Users/gl42ben/github/bdd-security/zap/tmp/dirbuster
2018-04-25 14:32:52,637 [main ] INFO  Constant - Creating directory /Users/gl42ben/github/bdd-security/zap/tmp/fuzzers
2018-04-25 14:32:52,637 [main ] INFO  Constant - Creating directory /Users/gl42ben/github/bdd-security/zap/tmp/plugin
2018-04-25 14:32:52,637 [main ] INFO  Constant - Creating directory: /Users/gl42ben/github/bdd-security/zap/tmp/filter
2018-04-25 14:32:52,720 [main ] INFO  Constant - Backing up config file to /Users/gl42ben/github/bdd-security/zap/tmp/config.xml.bak
2018-04-25 14:32:52,726 [main ] INFO  Constant - Upgraded from 1004000
2018-04-25 14:32:52,831 [main ] INFO  DaemonBootstrap - OWASP ZAP 2.6.0 started 25/04/18 14:32:52
2018-04-25 14:32:52,864 [main ] INFO  AbstractParam - Setting config scanner.threadPerHost = 20 was 2
2018-04-25 14:32:52,864 [main ] INFO  AbstractParam - Setting config spider.thread = 10 was 2
2018-04-25 14:32:52,864 [main ] INFO  AbstractParam - Setting config api.key = zapapisecret was null
2018-04-25 14:32:52,864 [main ] INFO  AbstractParam - Setting config connection.proxyChain.hostName =  was 
2018-04-25 14:32:52,864 [main ] INFO  AbstractParam - Setting config connection.proxyChain.port = 80 was 8080
2018-04-25 14:32:52,864 [main ] INFO  AbstractParam - Setting config connection.proxyChain.enabled = true was null
2018-04-25 14:32:52,866 [main ] INFO  SSLConnector - Reading supported SSL/TLS protocols...
2018-04-25 14:32:52,866 [main ] INFO  SSLConnector - Using a SSLEngine...
2018-04-25 14:32:52,884 [main ] INFO  SSLConnector - Done reading supported SSL/TLS protocols: [SSLv2Hello, SSLv3, TLSv1, TLSv1.1, TLSv1.2]
2018-04-25 14:32:52,891 [main ] INFO  OptionsParamCertificate - Unsafe SSL renegotiation disabled.
2018-04-25 14:32:53,225 [main ] INFO  ENGINE - open start - state not modified
2018-04-25 14:32:53,326 [main ] INFO  ENGINE - dataFileCache open start
2018-04-25 14:32:53,331 [main ] INFO  ENGINE - dataFileCache open end
2018-04-25 14:32:53,391 [ZAP-daemon] INFO  ExtensionFactory - Loading extensions
2018-04-25 14:32:55,625 [ZAP-daemon] INFO  ExtensionFactory - Installed add-ons: [[id=alertFilters, fileVersion=4], [id=ascanrules, fileVersion=26], [id=ascanrulesAlpha, fileVersion=19], [id=ascanrulesBeta, fileVersion=21], [id=bruteforce, fileVersion=6], [id=coreLang, fileVersion=11], [id=diff, fileVersion=7], [id=directorylistv1, fileVersion=3], [id=fuzz, fileVersion=8, version=2.0.1], [id=gettingStarted, fileVersion=6], [id=help, fileVersion=7], [id=invoke, fileVersion=6], [id=jxbrowser, fileVersion=2], [id=jxbrowserlinux32, fileVersion=1], [id=jxbrowserlinux64, fileVersion=1], [id=jxbrowserwindows, fileVersion=1], [id=onlineMenu, fileVersion=5], [id=pscanrules, fileVersion=19], [id=pscanrulesBeta, fileVersion=16], [id=quickstart, fileVersion=19], [id=replacer, fileVersion=2], [id=retirejs, fileVersion=4], [id=reveal, fileVersion=2], [id=saverawmessage, fileVersion=3], [id=scripts, fileVersion=18], [id=selenium, fileVersion=10, version=1.1.0], [id=spiderAjax, fileVersion=17], [id=sqliplugin, fileVersion=11], [id=tips, fileVersion=6], [id=webdriverlinux, fileVersion=2], [id=webdriverwindows, fileVersion=2], [id=websocket, fileVersion=12], [id=zest, fileVersion=23]]
2018-04-25 14:32:56,009 [ZAP-daemon] INFO  ExtensionFactory - Extensions loaded
2018-04-25 14:32:56,259 [ZAP-daemon] INFO  FilterFactory - loaded filter Change user agent to other browsers. 
2018-04-25 14:32:56,259 [ZAP-daemon] INFO  FilterFactory - loaded filter Detect insecure or potentially malicious content in HTTP responses.
2018-04-25 14:32:56,260 [ZAP-daemon] INFO  FilterFactory - loaded filter Detect and alert 'Set-cookie' attempt in HTTP response for modification.
2018-04-25 14:32:56,260 [ZAP-daemon] INFO  FilterFactory - loaded filter Avoid browser cache (strip off IfModifiedSince)
2018-04-25 14:32:56,260 [ZAP-daemon] INFO  FilterFactory - loaded filter Log cookies sent by browser.
2018-04-25 14:32:56,260 [ZAP-daemon] INFO  FilterFactory - loaded filter Log unique GET queries into file:filter/get.xls
2018-04-25 14:32:56,260 [ZAP-daemon] INFO  FilterFactory - loaded filter Log unique POST queries into file:  filter/post.xls
2018-04-25 14:32:56,260 [ZAP-daemon] INFO  FilterFactory - loaded filter Log request and response into file: filter/message.txt
2018-04-25 14:32:56,260 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP request body using defined pattern.
2018-04-25 14:32:56,260 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP request header using defined pattern.
2018-04-25 14:32:56,260 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP response body using defined pattern.
2018-04-25 14:32:56,260 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP response header using defined pattern.
2018-04-25 14:32:56,261 [ZAP-daemon] INFO  FilterFactory - loaded filter Send ZAP session request ID
2018-04-25 14:32:56,451 [ZAP-daemon] INFO  ExtensionLoader - Initializing Allows ZAP to check for updates
